,Tweet_Num,Tweet,Sentiment,tokenized_cleaned
408,409,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",,govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
409,410,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
410,411,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
411,412,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
412,413,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
413,414,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
414,415,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
415,416,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
416,417,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
417,418,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
418,419,"RT CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be… https://t.co/doxekVJDMX",,canborder even though cannabis legal regulated canada near future still https
419,420,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
420,421,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
421,422,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
422,423,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
423,424,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
424,425,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
425,426,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
426,427,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
427,428,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
428,429,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
429,430,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
430,431,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
431,432,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
432,433,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
433,434,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
434,435,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",,canborder even though cannabis legal regulated canada near future still able bring
435,436,"Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring… https://t.co/Crqp4sselH",,even though cannabis legal regulated canada near future still able https
436,437,"RT @CDNMinHealth: I’m pleased to announce that Bill #C45 has passed in the Senate, a milestone in the process of legalizing and strictly re…",,cdnminhealth pleased announce bill passed senate milestone process legalizing strictly
437,438,"Matthew: DON'T take weed with you when leaving the country, even after it's legalized here (and even if you're goin… https://t.co/DFLMEIJjOs",,matthew take weed leaving country even legalized even https
438,439,"#CannabisAct #C45 #CannabisInCanada
🥰",,cannabisact cannabisincanada
439,440,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",,govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
440,441,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",,govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
441,442,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",,govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
442,443,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",,govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
443,444,#cannabisincanada,,cannabisincanada
444,445,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",,govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
445,446,"RT @CDNMinHealth: I’m pleased to announce that Bill #C45 has passed in the Senate, a milestone in the process of legalizing and strictly re…",,cdnminhealth pleased announce bill passed senate milestone process legalizing strictly
446,447,"RT @CDNMinHealth: I’m pleased to announce that Bill #C45 has passed in the Senate, a milestone in the process of legalizing and strictly re…",,cdnminhealth pleased announce bill passed senate milestone process legalizing strictly
447,448,"RT @CDNMinHealth: I’m pleased to announce that Bill #C45 has passed in the Senate, a milestone in the process of legalizing and strictly re…",,cdnminhealth pleased announce bill passed senate milestone process legalizing strictly
448,449,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",,govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
449,450,RT @MCRCI: Looks like @SenateCA has approved #C45! That means the Cannabis Act will proceed as we await the Proclamation Date by the Canadi…,,mcrci looks like senateca approved means cannabis act proceed await proclamation date
450,451,"RT @CDNMinHealth: I’m pleased to announce that Bill #C45 has passed in the Senate, a milestone in the process of legalizing and strictly re…",,cdnminhealth pleased announce bill passed senate milestone process legalizing strictly
451,452,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",,govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
